guard_id,age,location,deployment_type,shift_hours,late_arrivals,absenteeism,incidents_reported,incident_type,response_time_minutes,client_satisfaction_score,supervisor_rating,overtime_hours,contract_value,fuel_consumption_liters,distance_covered_km,patrol_vehicle_used,incident_rate,efficiency_score,total_cost,profit_margin,Client satisfaction %,profit margin %,Index,Date,Month Name,MonthNum,Year,efficeincy score %
G0614,29,Kano,Event,10,0,0,0,None,33.1,97,78,0,385834,19.62,36.5,No,0,87.5,265784.51,31.11,97%,31.11%,613,2/26/2024,February,2,2024,88%
G0617,36,Ibadan,Event,10,0,0,0,None,46.1,78,93,15,328669,24.64,148.7,Yes,0,85.5,198843.07,39.5,78%,39.50%,616,5/1/2023,May,5,2023,86%
G0624,32,Ibadan,Residential,10,0,0,0,None,22.3,72,81,16,1477089,5.83,193.4,No,0,76.5,1158971.39,21.54,72%,21.54%,623,12/8/2024,December,12,2024,77%
G0668,33,Lagos,Retail,8,0,0,0,None,34,63,52,7,1400620,19.18,111.1,No,0,57.5,1026224.99,26.73,63%,26.73%,667,8/24/2024,August,8,2024,58%
G0669,45,Kano,Industrial,10,0,0,0,None,9.4,95,69,1,1308882,11.07,189,Yes,0,82,1213269.8,7.3,95%,7.30%,668,9/25/2023,September,9,2023,82%
G0703,45,Port Harcourt,Industrial,8,0,0,0,None,26.1,80,73,14,600767,7.94,69.3,No,0,76.5,385070.98,35.9,80%,35.90%,702,7/3/2023,July,7,2023,77%
G0734,27,Kano,Residential,8,0,0,0,None,21.6,82,56,14,1041187,15.04,171.6,No,0,69,825250.89,20.74,82%,20.74%,733,2/6/2024,February,2,2024,69%
G0742,52,Kano,Retail,12,0,0,0,None,25.5,99,40,18,503474,25.94,168.1,No,0,69.5,337578.32,32.95,99%,32.95%,741,10/14/2024,October,10,2024,70%
G0746,45,Ibadan,Industrial,12,0,0,0,None,13.5,78,43,11,1329517,29.19,39.5,No,0,60.5,810368.37,39.05,78%,39.05%,745,2/18/2024,February,2,2024,61%
G0762,28,Port Harcourt,Corporate,8,0,0,0,None,14.7,81,94,17,1094944,25.53,170.9,Yes,0,87.5,939373.94,14.21,81%,14.21%,761,6/6/2024,June,6,2024,88%
G0769,49,Lagos,Retail,8,0,0,0,None,29.2,74,46,18,1039145,27.89,56.8,No,0,60,784450.33,24.51,74%,24.51%,768,1/13/2023,January,1,2023,60%
G0776,31,Abuja,Industrial,8,0,0,0,None,24.2,98,86,18,1333360,21.69,92.2,Yes,0,92,1039618.16,22.03,98%,22.03%,775,8/20/2024,August,8,2024,92%
G0823,41,Lagos,Industrial,10,0,0,0,None,19.4,91,85,17,624158,11.15,189.4,No,0,88,507168.08,18.74,91%,18.74%,822,7/11/2023,July,7,2023,88%
G0829,32,Kano,Event,12,0,0,0,None,15.3,64,40,10,638974,21.78,58.2,Yes,0,52,524336.88,17.94,64%,17.94%,828,1/17/2023,January,1,2023,52%
G0831,43,Abuja,Event,12,0,0,0,None,18.2,58,42,18,609454,19.66,46.3,Yes,0,50,499765.96,18,58%,18.00%,830,3/19/2023,March,3,2023,50%
G0838,31,Ibadan,Retail,8,0,0,0,None,6,97,57,8,360282,16.01,154,Yes,0,77,229937.79,36.18,97%,36.18%,837,10/26/2024,October,10,2024,77%
G0839,21,Port Harcourt,Event,8,0,0,0,None,10.4,87,56,1,358249,11.31,123.3,No,0,71.5,237292.94,33.76,87%,33.76%,838,11/27/2023,November,11,2023,72%
G0854,32,Abuja,Event,12,0,0,0,None,35.6,85,78,15,1212234,15.78,81.2,No,0,81.5,873213.99,27.97,85%,27.97%,853,2/14/2024,February,2,2024,82%
G0859,23,Ibadan,Residential,10,0,0,0,None,16.8,77,67,5,1193317,29.21,189.9,No,0,72,793655.13,33.49,77%,33.49%,858,7/19/2023,July,7,2023,72%
G0870,20,Abuja,Residential,8,0,0,0,None,22.9,63,97,8,1197428,26.94,187.2,Yes,0,80,777590.86,35.06,63%,35.06%,869,6/2/2024,June,6,2024,80%
G0871,40,Ibadan,Corporate,10,0,0,0,None,35.1,93,91,19,839353,12.49,37.9,No,0,92,540597.3,35.59,93%,35.59%,870,7/3/2023,July,7,2023,92%
G0879,29,Lagos,Industrial,8,0,0,0,None,26.2,72,50,12,1150340,10.17,185.7,No,0,61,889066.64,22.71,72%,22.71%,878,3/11/2023,March,3,2023,61%
G0903,26,Lagos,Corporate,10,0,0,0,None,20.9,72,79,8,1438773,6.82,92.5,Yes,0,75.5,915632.91,36.36,72%,36.36%,902,3/7/2023,March,3,2023,76%
G0907,41,Lagos,Corporate,10,0,0,0,None,11,66,42,12,455647,17.99,110.7,Yes,0,54,406134.06,10.87,66%,10.87%,906,7/11/2023,July,7,2023,54%
G0920,49,Lagos,Event,8,0,0,0,None,13.8,72,44,0,1200429,7.61,116.7,No,0,58,773456.74,35.57,72%,35.57%,919,8/24/2024,August,8,2024,58%
G0924,20,Port Harcourt,Event,10,0,0,0,None,36.2,72,54,13,413123,25.94,160.2,No,0,63,389085.65,5.82,72%,5.82%,923,12/28/2024,December,12,2024,63%
G0934,51,Lagos,Retail,10,0,0,0,None,35.3,97,65,1,886347,15.93,186.6,Yes,0,81,673897.01,23.97,97%,23.97%,933,10/10/2024,October,10,2024,81%
G0936,29,Lagos,Event,10,0,0,0,None,14.4,99,65,14,1174799,28.1,22.8,Yes,0,82,1030821.69,12.26,99%,12.26%,935,12/12/2024,December,12,2024,82%
G0949,42,Kano,Retail,10,0,0,0,None,37.8,61,70,15,353533,28.1,151.1,No,0,65.5,279233.76,21.02,61%,21.02%,948,1/25/2023,January,1,2023,66%
G0976,37,Lagos,Event,8,0,0,0,None,32.7,89,93,9,1331830,16.64,62.7,Yes,0,91,1078192.68,19.04,89%,19.04%,975,4/24/2024,April,4,2024,91%
G0985,31,Abuja,Retail,8,0,0,0,None,6,84,45,11,559711,5.82,92.3,No,0,64.5,485149.86,13.32,84%,13.32%,984,1/5/2023,January,1,2023,65%
G0028,40,Lagos,Corporate,12,1,0,2,Dispute,13.2,97,44,4,1418382,11.12,127.4,No,0.17,70.5,922228.02,34.98,97%,34.98%,27,4/28/2024,April,4,2024,71%
G0046,25,Kano,Event,12,1,0,2,Breach,22.3,72,60,2,1086408,12.66,143.4,Yes,0.17,66,998466.38,8.09,72%,8.09%,45,10/18/2024,October,10,2024,66%
G0064,44,Port Harcourt,Industrial,12,1,0,3,Equipment Failure,29.9,94,45,16,534631,8.56,81.3,Yes,0.25,69.5,363387.8,32.03,94%,32.03%,63,4/8/2024,April,4,2024,70%
G0087,53,Port Harcourt,Retail,12,1,0,1,Fire,18.9,86,63,9,1129607,8.94,87.7,No,0.08,74.5,986320.73,12.68,86%,12.68%,86,3/3/2023,March,3,2023,75%
G0098,22,Abuja,Event,12,1,0,2,Equipment Failure,23.5,83,88,1,731613,26.06,11.1,Yes,0.17,85.5,489591.22,33.08,83%,33.08%,97,2/14/2024,February,2,2024,86%
G0104,28,Port Harcourt,Residential,12,1,0,0,None,25.8,50,52,12,1224752,21.34,191.5,No,0,51,778746.58,36.42,50%,36.42%,103,8/20/2024,August,8,2024,51%
G0135,25,Port Harcourt,Event,12,1,0,1,Unknown,40.1,61,49,6,1062301,13.74,95.8,No,0.08,55,771448.02,27.38,61%,27.38%,134,3/23/2023,March,3,2023,55%
G0163,30,Lagos,Industrial,12,1,0,1,Breach,29.1,53,81,12,1010463,25.57,84.6,No,0.08,67,853759.55,15.51,53%,15.51%,162,7/23/2023,July,7,2023,67%
G0176,48,Port Harcourt,Residential,12,1,0,1,Unknown,36.5,56,53,10,890620,19.86,94,No,0.08,54.5,774674.14,13.02,56%,13.02%,175,8/8/2024,August,8,2024,55%
G0192,42,Lagos,Event,12,1,0,0,None,25.3,70,85,11,728416,12.48,107.1,No,0,77.5,489841.74,32.75,70%,32.75%,191,12/24/2024,December,12,2024,78%
G0232,27,Ibadan,Retail,12,1,0,0,None,19.4,77,49,10,559383,11.58,82.9,Yes,0,63,528000.2,5.61,77%,5.61%,231,4/8/2024,April,4,2024,63%
G0303,51,Kano,Industrial,12,1,0,1,Dispute,35,78,42,0,741371,16.6,31.8,Yes,0.08,60,633817.68,14.51,78%,14.51%,302,3/23/2023,March,3,2023,60%
G0376,46,Kano,Event,12,1,0,0,None,28.6,53,53,12,1273885,16.46,17.6,Yes,0,53,1064726.61,16.42,53%,16.42%,375,4/12/2024,April,4,2024,53%
G0397,27,Port Harcourt,Residential,12,1,0,0,None,29,66,68,11,1088695,18.16,26.2,Yes,0,67,781840.91,28.19,66%,28.19%,396,1/5/2023,January,1,2023,67%
G0442,54,Lagos,Retail,12,1,0,4,Equipment Failure,17.8,89,71,12,316575,12.14,197.6,Yes,0.33,80,230227.49,27.28,89%,27.28%,441,10/22/2024,October,10,2024,80%
G0445,40,Ibadan,Corporate,12,1,0,1,Fire,37.4,93,51,3,984736,6.12,32.5,No,0.08,72,753731.33,23.46,93%,23.46%,444,1/25/2023,January,1,2023,72%
G0447,35,Port Harcourt,Retail,12,1,0,2,Fire,34.8,97,56,17,588581,7.94,36.6,No,0.17,76.5,519842.66,11.68,97%,11.68%,446,3/27/2023,March,3,2023,77%
G0470,41,Kano,Industrial,12,1,0,2,Unknown,33.5,61,66,6,655113,9.11,169.1,Yes,0.17,63.5,416503.79,36.42,61%,36.42%,469,2/22/2024,February,2,2024,64%
G0481,38,Abuja,Industrial,12,1,0,2,Fire,31.6,57,45,8,443092,17.42,84.4,No,0.17,51,409366.21,7.61,57%,7.61%,480,1/5/2023,January,1,2023,51%
G0484,47,Port Harcourt,Industrial,12,1,0,3,Breach,22.2,63,89,19,600646,27.6,193.1,Yes,0.25,76,403755.52,32.78,63%,32.78%,483,4/8/2024,April,4,2024,76%
G0494,25,Port Harcourt,Corporate,12,1,0,1,Unknown,13.4,72,66,18,403845,29.86,79.7,No,0.08,69,374942.85,7.16,72%,7.16%,493,2/18/2024,February,2,2024,69%
G0500,54,Ibadan,Industrial,12,1,0,0,None,15.8,52,71,13,529333,22.88,31,No,0,61.5,377947.97,28.6,52%,28.60%,499,8/24/2024,August,8,2024,62%
G0502,39,Lagos,Event,12,1,0,1,Dispute,20.4,52,92,2,1130154,15.73,167.6,Yes,0.08,72,945640.93,16.33,52%,16.33%,501,10/26/2024,October,10,2024,72%
G0522,45,Abuja,Corporate,12,1,0,4,Equipment Failure,17.7,70,40,5,475508,29.11,126.5,No,0.33,55,434055.88,8.72,70%,8.72%,521,6/18/2024,June,6,2024,55%
G0530,39,Ibadan,Retail,12,1,0,1,Equipment Failure,20.1,50,65,16,520422,10.48,37.6,No,0.08,57.5,480948.52,7.58,50%,7.58%,529,2/26/2024,February,2,2024,58%
G0592,36,Ibadan,Retail,12,1,0,0,None,28.2,63,40,12,1323585,15.87,179.5,No,0,51.5,1248322.03,5.69,63%,5.69%,591,4/4/2024,April,4,2024,52%
G0596,33,Ibadan,Event,12,1,0,1,Unknown,22.1,83,91,12,536576,20.65,191.8,No,0.08,87,478010.99,10.91,83%,10.91%,595,8/8/2024,August,8,2024,87%
G0627,35,Port Harcourt,Corporate,12,1,0,1,Dispute,23.7,65,42,18,565199,27.16,182.4,Yes,0.08,53.5,518590.7,8.25,65%,8.25%,626,3/11/2023,March,3,2023,54%
G0634,44,Ibadan,Corporate,12,1,0,2,Theft,29,61,69,8,1346842,7.97,192.9,No,0.17,65,1178621.67,12.49,61%,12.49%,633,10/18/2024,October,10,2024,65%
G0740,38,Ibadan,Corporate,12,1,0,1,Fire,33.8,53,60,7,432672,5.85,157.9,No,0.08,56.5,346698.74,19.87,53%,19.87%,739,8/12/2024,August,8,2024,57%
G0760,39,Ibadan,Retail,12,1,0,1,Theft,31.5,66,87,0,1326923,7.88,149.7,No,0.08,76.5,1251714.6,5.67,66%,5.67%,759,4/4/2024,April,4,2024,77%
G0803,44,Port Harcourt,Corporate,12,1,0,0,None,29,72,98,4,1474189,27.48,72.6,No,0,85,1167612.09,20.8,72%,20.80%,802,11/19/2023,November,11,2023,85%
G0815,52,Ibadan,Event,12,1,0,2,Unknown,22.8,72,98,4,809800,5.79,54.3,Yes,0.17,85,739998.05,8.62,72%,8.62%,814,11/3/2023,November,11,2023,85%
G0919,48,Ibadan,Retail,12,1,0,2,Breach,22.8,84,81,11,406734,11.92,121.8,No,0.17,82.5,262845.52,35.38,84%,35.38%,918,7/23/2023,July,7,2023,83%
G0933,22,Kano,Event,12,1,0,0,None,26.7,56,83,12,1166297,20.1,174.9,Yes,0,69.5,848805.96,27.22,56%,27.22%,932,9/9/2023,September,9,2023,70%
G0939,52,Port Harcourt,Corporate,12,1,0,0,None,26.3,68,79,17,1140667,6.48,197.4,No,0,73.5,1030704.53,9.64,68%,9.64%,938,3/15/2023,March,3,2023,74%
G0945,27,Ibadan,Industrial,12,1,0,2,Breach,22.7,65,50,8,1255054,26.3,25.4,Yes,0.17,57.5,792439.82,36.86,65%,36.86%,944,9/21/2023,September,9,2023,58%
G0948,43,Abuja,Industrial,12,1,0,4,Breach,12.7,62,40,1,921828,16.99,39.1,No,0.33,51,628471.78,31.82,62%,31.82%,947,12/24/2024,December,12,2024,51%
G0967,26,Port Harcourt,Retail,12,1,0,1,Unknown,32.3,85,82,6,1151728,5.12,47.8,No,0.08,83.5,918849.85,20.22,85%,20.22%,966,7/15/2023,July,7,2023,84%
G0003,27,Port Harcourt,Retail,10,1,0,2,Breach,22.3,74,68,6,384335,19.49,81.2,No,0.2,71,288635.97,24.9,74%,24.90%,2,3/3/2023,March,3,2023,71%
G0008,30,Kano,Retail,10,1,0,0,None,35.9,63,63,14,1413771,25.73,191.8,No,0,63,1317226.5,6.83,63%,6.83%,7,8/8/2024,August,8,2024,63%
G0014,43,Lagos,Industrial,10,1,0,3,Breach,32.5,96,54,7,1360331,11.27,150.7,No,0.3,75,953234.08,29.93,96%,29.93%,13,2/14/2024,February,2,2024,75%
G0025,34,Ibadan,Industrial,10,1,0,3,Unknown,24.6,95,86,18,1406517,26.67,24.8,No,0.3,90.5,1262443.72,10.24,95%,10.24%,24,1/25/2023,January,1,2023,91%
G0051,53,Port Harcourt,Event,10,1,0,1,Dispute,35,63,98,9,561745,7.91,69.2,Yes,0.1,80.5,464534.21,17.31,63%,17.31%,50,3/23/2023,March,3,2023,81%
G0059,40,Port Harcourt,Residential,10,1,0,3,Dispute,38.7,93,70,1,1359238,16.84,137.2,No,0.3,81.5,825073.82,39.3,93%,39.30%,58,11/3/2023,November,11,2023,82%
G0068,44,Port Harcourt,Corporate,10,1,0,1,Dispute,20.2,75,56,7,1224570,8.27,97.5,Yes,0.1,65.5,922166.85,24.69,75%,24.69%,67,8/12/2024,August,8,2024,66%
G0095,20,Ibadan,Industrial,10,1,0,2,Dispute,23.8,78,41,18,970534,17.34,22.7,No,0.2,59.5,862232.36,11.16,78%,11.16%,94,11/11/2023,November,11,2023,60%
G0120,47,Kano,Event,10,1,0,1,Unknown,16.7,99,91,12,1066505,10.47,191.3,No,0.1,95,859571.2,19.4,99%,19.40%,119,12/8/2024,December,12,2024,95%
G0161,51,Port Harcourt,Corporate,10,1,0,0,None,49.8,77,83,11,911530,24.79,117.4,No,0,80,750232.88,17.7,77%,17.70%,160,5/21/2023,May,5,2023,80%
G0166,24,Lagos,Residential,10,1,0,1,Breach,23.1,61,64,15,447330,22.08,10.2,No,0.1,62.5,382109.4,14.58,61%,14.58%,165,10/26/2024,October,10,2024,63%
G0167,53,Lagos,Industrial,10,1,0,2,Breach,21.7,82,88,4,927901,19.51,172.1,No,0.2,85,722712.8,22.11,82%,22.11%,166,11/27/2023,November,11,2023,85%
G0183,39,Port Harcourt,Retail,10,1,0,4,Theft,15,61,56,15,458116,8.27,90.6,No,0.4,58.5,319114.65,30.34,61%,30.34%,182,3/15/2023,March,3,2023,59%
G0205,54,Lagos,Residential,10,1,0,2,Dispute,27.9,58,87,11,1438166,21.2,116.4,Yes,0.2,72.5,895915.29,37.7,58%,37.70%,204,1/9/2023,January,1,2023,73%
G0221,37,Abuja,Industrial,10,1,0,2,Fire,7.2,95,90,1,450408,25.75,50.3,Yes,0.2,92.5,343648.32,23.7,95%,23.70%,220,5/25/2023,May,5,2023,93%
G0222,37,Lagos,Event,10,1,0,3,Breach,20.9,52,52,10,1163624,8.86,48.4,Yes,0.3,52,1105308.26,5.01,52%,5.01%,221,6/26/2024,June,6,2024,52%
G0225,35,Port Harcourt,Corporate,10,1,0,2,Fire,34.9,55,52,5,833953,10.57,113.7,No,0.2,53.5,647359.04,22.37,55%,22.37%,224,9/1/2023,September,9,2023,54%
G0242,46,Abuja,Retail,10,1,0,0,None,28,72,85,4,837488,29.2,142.9,No,0,78.5,696411.14,16.85,72%,16.85%,241,2/18/2024,February,2,2024,79%
G0251,38,Kano,Retail,10,1,0,2,Theft,19.1,77,87,7,1356001,29.94,69.1,No,0.2,82,929950.75,31.42,77%,31.42%,250,11/27/2023,November,11,2023,82%
G0254,36,Abuja,Corporate,10,1,0,1,Dispute,22.2,53,88,8,795496,26.99,144,Yes,0.1,70.5,657417.72,17.36,53%,17.36%,253,2/2/2024,February,2,2024,71%
G0268,52,Port Harcourt,Corporate,10,1,0,4,Breach,33.5,80,52,8,548850,25,175.8,Yes,0.4,66,514924.92,6.18,80%,6.18%,267,4/16/2024,April,4,2024,66%
G0288,44,Lagos,Residential,10,1,0,0,None,25.7,57,95,11,744846,18.67,171.4,No,0,76,546328.87,26.65,57%,26.65%,287,12/8/2024,December,12,2024,76%
G0300,47,Kano,Industrial,10,1,0,1,Theft,28.5,67,64,17,1124832,19.16,149.4,Yes,0.1,65.5,811933.69,27.82,67%,27.82%,299,12/20/2024,December,12,2024,66%
G0317,49,Port Harcourt,Industrial,10,1,0,2,Equipment Failure,19.3,84,99,15,1352905,19.85,64.2,No,0.2,91.5,920800.86,31.94,84%,31.94%,316,5/9/2023,May,5,2023,92%
G0325,47,Lagos,Residential,10,1,0,1,Equipment Failure,18.5,96,74,16,548577,27.61,40.7,Yes,0.1,85,455016.13,17.06,96%,17.06%,324,1/17/2023,January,1,2023,85%
G0329,28,Kano,Industrial,10,1,0,3,Equipment Failure,35.9,81,60,6,823846,12.64,28.2,No,0.3,70.5,609766.12,25.99,81%,25.99%,328,5/21/2023,May,5,2023,71%
G0343,45,Lagos,Corporate,10,1,0,0,None,26.9,93,62,4,742667,16.99,27,Yes,0,77.5,460738.15,37.96,93%,37.96%,342,7/7/2023,July,7,2023,78%
G0345,41,Port Harcourt,Residential,10,1,0,1,Fire,17,93,86,8,425223,23.97,104.1,No,0.1,89.5,270807.26,36.31,93%,36.31%,344,9/9/2023,September,9,2023,90%
G0381,52,Kano,Retail,10,1,0,1,Breach,42.4,80,46,11,1139665,12.04,71.2,No,0.1,63,907088.32,20.41,80%,20.41%,380,9/17/2023,September,9,2023,63%
G0406,48,Lagos,Retail,10,1,0,1,Equipment Failure,34.7,83,75,7,994058,6.36,170.5,Yes,0.1,79,790208.46,20.51,83%,20.51%,405,10/14/2024,October,10,2024,79%
G0441,24,Port Harcourt,Industrial,10,1,0,1,Theft,14.8,92,76,19,1467208,9.33,53.2,No,0.1,84,1110652.93,24.3,92%,24.30%,440,9/21/2023,September,9,2023,84%
G0461,32,Abuja,Corporate,10,1,0,0,None,15.9,73,82,12,666099,5.4,70.1,Yes,0,77.5,399922.52,39.96,73%,39.96%,460,5/13/2023,May,5,2023,78%
G0474,23,Ibadan,Industrial,10,1,0,2,Dispute,19.2,60,44,17,394266,5.47,16,No,0.2,52,259917.92,34.08,60%,34.08%,473,6/26/2024,June,6,2024,52%
G0521,47,Kano,Retail,10,1,0,0,None,23.7,79,71,8,310002,24.96,121.5,Yes,0,75,243631,21.41,79%,21.41%,520,5/17/2023,May,5,2023,75%
G0524,47,Ibadan,Corporate,10,1,0,0,None,12.5,77,92,18,1335044,5.46,75.2,No,0,84.5,913293.77,31.59,77%,31.59%,523,8/20/2024,August,8,2024,85%
G0553,46,Ibadan,Residential,10,1,0,2,Dispute,24.8,79,63,10,738350,21.68,151.4,Yes,0.2,71,452476.44,38.72,79%,38.72%,552,1/21/2023,January,1,2023,71%
G0570,38,Lagos,Corporate,10,1,0,1,Dispute,37.7,87,81,6,1142721,7.31,88.7,Yes,0.1,84,1022571.45,10.51,87%,10.51%,569,6/10/2024,June,6,2024,84%
G0582,50,Ibadan,Retail,10,1,0,0,None,15.4,93,66,12,750511,16.55,24.8,No,0,79.5,586098.64,21.91,93%,21.91%,581,6/22/2024,June,6,2024,80%
G0615,36,Kano,Retail,10,1,0,0,None,20.4,52,96,1,352748,29.72,172.1,No,0,74,252551.3,28.4,52%,28.40%,614,3/27/2023,March,3,2023,74%
G0631,27,Ibadan,Corporate,10,1,0,4,Dispute,25.6,55,49,6,752834,22.5,105.3,No,0.4,52,488441.27,35.12,55%,35.12%,630,7/15/2023,July,7,2023,52%
G0647,40,Lagos,Corporate,10,1,0,4,Theft,32.4,85,88,7,1048118,17.02,175.7,Yes,0.4,86.5,765197.47,26.99,85%,26.99%,646,11/3/2023,November,11,2023,87%
G0653,53,Abuja,Residential,10,1,0,1,Fire,36.6,54,52,2,666074,7.4,37.9,Yes,0.1,53,567583.94,14.79,54%,14.79%,652,5/9/2023,May,5,2023,53%
G0657,28,Kano,Industrial,10,1,0,2,Fire,29,81,69,13,884027,23.26,160.3,No,0.2,75,690173.19,21.93,81%,21.93%,656,9/13/2023,September,9,2023,75%
G0687,41,Ibadan,Residential,10,1,0,1,Breach,21.9,77,50,3,411597,17.95,128.1,No,0.1,63.5,336230.93,18.31,77%,18.31%,686,3/15/2023,March,3,2023,64%
G0690,36,Kano,Corporate,10,1,0,2,Breach,13.7,67,87,6,1084717,27.9,181.3,Yes,0.2,77,947336.07,12.67,67%,12.67%,689,6/18/2024,June,6,2024,77%
G0694,23,Ibadan,Corporate,10,1,0,1,Unknown,25.9,96,59,11,1095907,23.78,49.3,No,0.1,77.5,907578.38,17.18,96%,17.18%,693,10/22/2024,October,10,2024,78%
G0715,50,Ibadan,Corporate,10,1,0,2,Theft,47.2,93,92,6,740990,24.83,35.9,Yes,0.2,92.5,560272.22,24.39,93%,24.39%,714,7/15/2023,July,7,2023,93%
G0717,28,Ibadan,Residential,10,1,0,2,Breach,14.2,55,91,11,775197,15.55,117.9,Yes,0.2,73,642407.07,17.13,55%,17.13%,716,9/17/2023,September,9,2023,73%
G0736,24,Kano,Corporate,10,1,0,0,None,23.5,70,70,6,1125440,29.2,77.6,No,0,70,944135.85,16.11,70%,16.11%,735,4/8/2024,April,4,2024,70%
G0757,21,Kano,Retail,10,1,0,1,Equipment Failure,12.3,91,61,12,1177350,27.61,165.7,Yes,0.1,76,1098508.95,6.7,91%,6.70%,756,1/1/2023,January,1,2023,76%
G0764,28,Ibadan,Retail,10,1,0,2,Unknown,13.5,98,77,19,885233,26.85,16.9,Yes,0.2,87.5,635506.56,28.21,98%,28.21%,763,8/8/2024,August,8,2024,88%
G0778,54,Port Harcourt,Event,10,1,0,2,Unknown,27.7,63,63,15,876070,14.42,178,Yes,0.2,63,667755.63,23.78,63%,23.78%,777,10/22/2024,October,10,2024,63%
G0787,40,Port Harcourt,Corporate,10,1,0,1,Equipment Failure,35.4,83,86,19,350021,24.66,79.5,No,0.1,84.5,315778.72,9.78,83%,9.78%,786,7/3/2023,July,7,2023,85%
G0801,34,Lagos,Corporate,10,1,0,0,None,14.2,95,45,9,521163,21.02,185.4,No,0,70,361099.72,30.71,95%,30.71%,800,9/17/2023,September,9,2023,70%
G0806,21,Ibadan,Event,10,1,0,2,Fire,24,71,78,1,1072054,15.09,144,Yes,0.2,74.5,854159.62,20.32,71%,20.32%,805,2/22/2024,February,2,2024,75%
G0816,49,Lagos,Residential,10,1,0,1,Unknown,32.8,73,57,7,701099,21.86,156.9,No,0.1,65,494253.46,29.5,73%,29.50%,815,12/4/2024,December,12,2024,65%
G0834,27,Ibadan,Residential,10,1,0,0,None,19.7,74,70,19,746850,10.04,66.4,Yes,0,72,638827.26,14.46,74%,14.46%,833,6/22/2024,June,6,2024,72%
G0861,27,Lagos,Event,10,1,0,1,Fire,33,92,51,2,572951,24.33,18.7,Yes,0.1,71.5,441238.6,22.99,92%,22.99%,860,9/21/2023,September,9,2023,72%
G0893,44,Ibadan,Residential,10,1,0,2,Theft,25.2,98,83,3,504750,24.36,191.4,No,0.2,90.5,342497.52,32.15,98%,32.15%,892,5/25/2023,May,5,2023,91%
G0918,48,Ibadan,Retail,10,1,0,0,None,19,95,69,7,468828,16.16,21.1,Yes,0,82,338577.68,27.78,95%,27.78%,917,6/22/2024,June,6,2024,82%
G0963,40,Lagos,Industrial,10,1,0,0,None,10.9,75,55,7,1058961,18.04,130,No,0,65,962001.06,9.16,75%,9.16%,962,3/11/2023,March,3,2023,65%
G0970,52,Kano,Corporate,10,1,0,2,Breach,11.4,57,57,2,889573,13.27,142.3,No,0.2,57,705265.38,20.72,57%,20.72%,969,10/18/2024,October,10,2024,57%
G0971,42,Ibadan,Corporate,10,1,0,2,Dispute,18.5,59,97,7,1408123,9.22,55.4,No,0.2,78,1047289.07,25.63,59%,25.63%,970,11/19/2023,November,11,2023,78%
G0974,38,Lagos,Event,10,1,0,2,Unknown,26.6,99,63,13,1065127,13.4,11.1,Yes,0.2,81,879567.09,17.42,99%,17.42%,973,2/22/2024,February,2,2024,81%
G0979,24,Port Harcourt,Corporate,10,1,0,1,Equipment Failure,31.1,67,63,5,474682,26.26,69.1,Yes,0.1,65,401901.59,15.33,67%,15.33%,978,7/27/2023,July,7,2023,65%
G0048,48,Ibadan,Retail,8,1,0,1,Dispute,25.4,80,91,2,920218,12.72,91.9,No,0.12,85.5,822073.42,10.67,80%,10.67%,47,12/20/2024,December,12,2024,86%
G0070,28,Abuja,Residential,8,1,0,2,Dispute,8.3,82,40,13,1215885,24.3,179.9,No,0.25,61,1020353.7,16.08,82%,16.08%,69,10/14/2024,October,10,2024,61%
G0083,26,Port Harcourt,Corporate,8,1,0,1,Unknown,29.4,93,87,2,589416,28.09,27.4,No,0.12,90,361626.14,38.65,93%,38.65%,82,11/27/2023,November,11,2023,90%
G0100,24,Abuja,Industrial,8,1,0,2,Dispute,22.8,73,84,11,1434263,23.11,184.1,No,0.25,78.5,1195371.2,16.66,73%,16.66%,99,4/16/2024,April,4,2024,79%
G0114,34,Lagos,Industrial,8,1,0,0,None,17.2,78,56,2,645968,23.81,24.8,No,0,67,394852.38,38.87,78%,38.87%,113,6/2/2024,June,6,2024,67%
G0138,28,Ibadan,Retail,8,1,0,3,Equipment Failure,18.3,55,44,10,666056,15.91,177,No,0.38,49.5,562999.05,15.47,55%,15.47%,137,6/26/2024,June,6,2024,50%
G0144,43,Lagos,Industrial,8,1,0,0,None,30.6,58,42,13,580759,16.13,34.4,No,0,50,539124.3,7.17,58%,7.17%,143,12/4/2024,December,12,2024,50%
G0153,51,Kano,Corporate,8,1,0,3,Equipment Failure,11,64,81,17,1096680,25.87,67.7,No,0.38,72.5,921657.71,15.96,64%,15.96%,152,9/13/2023,September,9,2023,73%
G0193,50,Port Harcourt,Retail,8,1,0,0,None,26.3,64,44,15,706782,28.99,39.2,No,0,54,517337.87,26.8,64%,26.80%,192,1/25/2023,January,1,2023,54%
G0208,22,Kano,Retail,8,1,0,1,Equipment Failure,8,56,87,5,1134395,16.75,148.7,No,0.12,71.5,889391.5,21.6,56%,21.60%,207,4/12/2024,April,4,2024,72%
G0212,43,Abuja,Event,8,1,0,1,Fire,17,54,70,0,1091699,12.98,161.5,No,0.12,62,679741.05,37.74,54%,37.74%,211,8/16/2024,August,8,2024,62%
G0216,54,Kano,Corporate,8,1,0,2,Unknown,21.2,65,56,8,421246,22.08,123,No,0.25,60.5,283471.1,32.71,65%,32.71%,215,12/20/2024,December,12,2024,61%
